player_name,team,age,position,projected_ppr,last_season_ppr,ppr_delta,ppr_delta_pct,projected_rank,adp_rank,draft_value,trajectory_trend,snap_share,adp,value_score
Justin Fields,PIT,25,QB,10.63,128.14,-117.51,-91.0,58.0,,,-0.9,0.02,,
Taylor Heinicke,LAC,31,QB,9.75,2.16,7.59,240.12,59.0,,,-0.2,0.13,,
Josh Johnson,BAL,38,QB,8.17,0.78,7.39,415.39,60.0,,,0.22,0.17,,
Desmond Ridder,LV,25,QB,7.85,17.76,-9.91,-52.84,61.0,,,-1.95,0.06,,
Trevor Lawrence,JAX,25,QB,6.04,160.7,-154.66,-95.64,62.0,,,-13.04,0.27,,
Tyson Bagent,CHI,24,QB,5.18,-0.26,5.44,735.77,63.0,,,0.25,0.04,,
Sam Howell,SEA,24,QB,4.55,-0.84,5.39,3366.77,64.0,,,,0.41,,
Jarrett Stidham,DEN,28,QB,3.63,0.5,3.13,208.44,65.0,,,,0.12,,
Andy Dalton,CAR,37,QB,3.5,72.96,-69.46,-93.91,66.0,,,-1.86,0.93,,
Clayton Tune,ARI,25,QB,2.8,-3.08,5.88,-282.46,67.0,,,0.15,0.08,,
Kyle Trask,TB,26,QB,1.91,-0.2,2.11,263.27,68.0,,,0.0,0.14,,
Drake Maye,NE,22,QB,0.37,197.14,-196.77,-99.31,69.0,,,-10.22,0.05,,
Kenny Pickett,PHI,26,QB,0.27,-0.7,0.97,321.71,70.0,,,-9.21,0.09,,
Jacoby Brissett,NE,32,QB,0.01,46.24,-46.23,-97.87,71.0,,,-3.74,0.19,,
Brandon Allen,SF,32,QB,0.0,7.36,-7.36,-88.04,72.0,,,-0.95,0.07,,
Nick Mullens,MIN,29,QB,0.0,1.32,-1.32,-56.9,72.0,,,-0.58,0.03,,
Jameis Winston,CLE,30,QB,0.0,147.14,-147.14,-99.32,72.0,,,-19.67,0.77,,
